#chromosome	strand	start	end	read_name	log_lik_ratio	log_lik_methylated	log_lik_unmethylated	num_calling_strands	num_motifs	sequence
NC_000913.3	+	3511964	3511965	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3511972	3511973	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3511974	3511975	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3511979	3511980	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.175	-0.221	-0.395	1	1	CG
NC_000913.3	+	3512028	3512029	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	+	3512032	3512033	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	+	3512043	3512044	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	+	3512051	3512052	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	+	3512082	3512083	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.47	-0.125	-0.595	1	1	CG
NC_000913.3	+	3512127	3512128	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	+	3512147	3512148	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	+	3512153	3512154	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512156	3512157	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	+	3512165	3512166	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.662	-0.084	-0.745	1	1	CG
NC_000913.3	+	3512170	3512171	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.126	-0.367	-0.241	1	1	CG
NC_000913.3	+	3512175	3512176	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.07	-0.0335	-1.11	1	1	CG
NC_000913.3	+	3512188	3512189	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	+	3512197	3512198	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.507	-0.623	-0.116	1	1	CG
NC_000913.3	+	3512199	3512200	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.361	-0.516	-0.155	1	1	CG
NC_000913.3	+	3512206	3512207	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.49	-1.51	-0.012	1	1	CG
NC_000913.3	+	3512217	3512218	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	+	3512225	3512226	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.788	-0.0638	-0.852	1	1	CG
NC_000913.3	+	3512261	3512262	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.879	-0.931	-0.0522	1	1	CG
NC_000913.3	+	3512268	3512269	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512291	3512292	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.863	-0.0541	-0.917	1	1	CG
NC_000913.3	+	3512299	3512300	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	+	3512302	3512303	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	+	3512310	3512311	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	+	3512313	3512314	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.261	-0.449	-0.188	1	1	CG
NC_000913.3	+	3512332	3512333	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	+	3512336	3512337	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	+	3512339	3512340	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512397	3512398	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.05	-0.0353	-1.09	1	1	CG
NC_000913.3	+	3512405	3512406	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.639	-0.727	-0.0881	1	1	CG
NC_000913.3	+	3512418	3512419	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512421	3512422	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3512441	3512442	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	+	3512470	3512471	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.24	-1.26	-0.0226	1	1	CG
NC_000913.3	+	3512480	3512481	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.12	-1.15	-0.0298	1	1	CG
NC_000913.3	+	3512518	3512519	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.913	-0.961	-0.0484	1	1	CG
NC_000913.3	+	3512523	3512524	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.353	-0.158	-0.511	1	1	CG
NC_000913.3	+	3512572	3512573	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	+	3512581	3512582	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	+	3512587	3512588	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512590	3512591	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.761	-0.828	-0.0678	1	1	CG
NC_000913.3	+	3512596	3512597	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	+	3512610	3512611	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.802	-0.0619	-0.864	1	1	CG
NC_000913.3	+	3512636	3512637	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.488	-0.12	-0.609	1	1	CG
NC_000913.3	+	3512642	3512643	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	+	3512657	3512658	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	+	3512662	3512663	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.306	-0.479	-0.173	1	1	CG
NC_000913.3	+	3512669	3512670	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.55	-1.56	-0.0103	1	1	CG
NC_000913.3	+	3512678	3512679	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.444	-0.576	-0.132	1	1	CG
NC_000913.3	+	3512682	3512683	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.21	-1.23	-0.0244	1	1	CG
NC_000913.3	+	3512689	3512690	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.987	-1.03	-0.0409	1	1	CG
NC_000913.3	+	3512695	3512696	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.62	-1.63	-0.00857	1	1	CG
NC_000913.3	+	3512708	3512709	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512710	3512711	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512746	3512747	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.685	-0.0799	-0.765	1	1	CG
NC_000913.3	+	3512751	3512752	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.949	-0.993	-0.0446	1	1	CG
NC_000913.3	+	3512757	3512758	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.03	-1.07	-0.0372	1	1	CG
NC_000913.3	+	3512766	3512767	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512791	3512792	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.239	-0.196	-0.435	1	1	CG
NC_000913.3	+	3512797	3512798	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512842	3512843	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.596	-0.692	-0.0965	1	1	CG
NC_000913.3	+	3512876	3512877	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3512882	3512883	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.788	-0.852	-0.0638	1	1	CG
NC_000913.3	+	3512911	3512912	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	+	3512915	3512916	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512932	3512933	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	+	3512937	3512938	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512945	3512946	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512948	3512949	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.1	-1.13	-0.0317	1	1	CG
NC_000913.3	+	3512953	3512954	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	+	3512956	3512957	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.617	-0.709	-0.0923	1	1	CG
NC_000913.3	+	3512969	3512970	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.35	-1.37	-0.0173	1	1	CG
NC_000913.3	+	3512973	3512974	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.49	-1.51	-0.012	1	1	CG
NC_000913.3	+	3512993	3512994	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3512999	3513000	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.291	-0.469	-0.178	1	1	CG
NC_000913.3	+	3513016	3513017	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.555	-0.66	-0.105	1	1	CG
NC_000913.3	+	3513022	3513023	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	+	3513030	3513031	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.662	-0.745	-0.084	1	1	CG
NC_000913.3	+	3513037	3513038	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.575	-0.101	-0.676	1	1	CG
NC_000913.3	+	3513062	3513063	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3513074	3513075	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.225	-0.201	-0.426	1	1	CG
NC_000913.3	+	3513082	3513083	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	+	3513084	3513085	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3513086	3513087	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	+	3513088	3513089	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	+	3513098	3513099	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	+	3513107	3513108	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	+	3513113	3513114	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.35	-1.37	-0.0173	1	1	CG
NC_000913.3	+	3513130	3513131	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	+	3513140	3513141	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	+	3513142	3513143	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.697	-0.0778	-0.775	1	1	CG
NC_000913.3	+	3513150	3513151	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.832	-0.058	-0.89	1	1	CG
NC_000913.3	+	3513163	3513164	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-0.337	-0.5	-0.163	1	1	CG
NC_000913.3	+	3513165	3513166	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	0.0643	-0.268	-0.333	1	1	CG
NC_000913.3	+	3513175	3513176	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	+	3513203	3513204	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3513236	3513237	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3513251	3513252	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3513271	3513272	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	+	3513283	3513284	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3513291	3513292	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3513314	3513315	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	+	3513321	3513322	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504461	3504462	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504472	3504473	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	+	3504499	3504500	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504505	3504506	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504507	3504508	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504533	3504534	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	+	3504536	3504537	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504570	3504571	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	+	3504580	3504581	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	+	3504582	3504583	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.62	-1.63	-0.00857	1	1	CG
NC_000913.3	+	3504593	3504594	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	+	3504608	3504609	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504620	3504621	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504627	3504628	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504631	3504632	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504653	3504654	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504662	3504663	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504667	3504668	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504675	3504676	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504689	3504690	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504712	3504713	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.802	-0.864	-0.0619	1	1	CG
NC_000913.3	+	3504719	3504720	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504725	3504726	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504738	3504739	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504740	3504741	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504747	3504748	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504784	3504785	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3504791	3504792	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504802	3504803	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504811	3504812	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504817	3504818	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504820	3504821	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.03	-1.07	-0.0372	1	1	CG
NC_000913.3	+	3504829	3504830	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504831	3504832	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504848	3504849	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3504852	3504853	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504886	3504887	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504895	3504896	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3504904	3504905	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.1	-1.13	-0.0317	1	1	CG
NC_000913.3	+	3504919	3504920	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3504956	3504957	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.27	-1.29	-0.0209	1	1	CG
NC_000913.3	+	3504965	3504966	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.18	-1.2	-0.0262	1	1	CG
NC_000913.3	+	3504973	3504974	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3504984	3504985	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.427	-0.563	-0.136	1	1	CG
NC_000913.3	+	3504989	3504990	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	+	3504994	3504995	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.0984	-0.253	-0.351	1	1	CG
NC_000913.3	+	3505004	3505005	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.175	-0.395	-0.221	1	1	CG
NC_000913.3	+	3505009	3505010	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.298	-0.474	-0.175	1	1	CG
NC_000913.3	+	3505033	3505034	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.369	-0.153	-0.522	1	1	CG
NC_000913.3	+	3505040	3505041	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.03	-0.0372	-1.07	1	1	CG
NC_000913.3	+	3505045	3505046	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	+	3505050	3505051	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.268	-0.186	-0.454	1	1	CG
NC_000913.3	+	3505058	3505059	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.488	-0.12	-0.609	1	1	CG
NC_000913.3	+	3505069	3505070	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	+	3505072	3505073	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.709	-0.0758	-0.785	1	1	CG
NC_000913.3	+	3505087	3505088	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	+	3505102	3505103	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505119	3505120	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.987	-0.0409	-1.03	1	1	CG
NC_000913.3	+	3505121	3505122	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.196	-0.408	-0.212	1	1	CG
NC_000913.3	+	3505129	3505130	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.606	-0.0944	-0.701	1	1	CG
NC_000913.3	+	3505149	3505150	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	+	3505156	3505157	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.0711	-0.336	-0.265	1	1	CG
NC_000913.3	+	3505186	3505187	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505192	3505193	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505207	3505208	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.774	-0.0658	-0.84	1	1	CG
NC_000913.3	+	3505209	3505210	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	+	3505222	3505223	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.314	-0.484	-0.17	1	1	CG
NC_000913.3	+	3505228	3505229	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505236	3505237	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.93	-1.93	-0.00341	1	1	CG
NC_000913.3	+	3505256	3505257	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.7	-1.71	-0.00684	1	1	CG
NC_000913.3	+	3505279	3505280	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.401	-0.545	-0.143	1	1	CG
NC_000913.3	+	3505281	3505282	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.498	-0.118	-0.616	1	1	CG
NC_000913.3	+	3505294	3505295	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.189	-0.404	-0.215	1	1	CG
NC_000913.3	+	3505310	3505311	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.31	-1.33	-0.0191	1	1	CG
NC_000913.3	+	3505324	3505325	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	+	3505332	3505333	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505353	3505354	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.444	-0.132	-0.576	1	1	CG
NC_000913.3	+	3505363	3505364	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	+	3505368	3505369	ac694169-bb0f-4394-81a6-0318ac28fa4f	1.03	-0.0372	-1.07	1	1	CG
NC_000913.3	+	3505370	3505371	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.268	-0.186	-0.454	1	1	CG
NC_000913.3	+	3505376	3505377	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.112	-0.359	-0.247	1	1	CG
NC_000913.3	+	3505395	3505396	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.0304	-0.315	-0.284	1	1	CG
NC_000913.3	+	3505398	3505399	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	+	3505459	3505460	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505461	3505462	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.01	-1.05	-0.039	1	1	CG
NC_000913.3	+	3505464	3505465	ac694169-bb0f-4394-81a6-0318ac28fa4f	-0.93	-0.977	-0.0465	1	1	CG
NC_000913.3	+	3505476	3505477	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505481	3505482	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505498	3505499	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505512	3505513	ac694169-bb0f-4394-81a6-0318ac28fa4f	0.232	-0.199	-0.431	1	1	CG
NC_000913.3	+	3505519	3505520	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505534	3505535	ac694169-bb0f-4394-81a6-0318ac28fa4f	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	+	3505536	3505537	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.62	-1.63	-0.00857	1	1	CG
NC_000913.3	+	3505538	3505539	ac694169-bb0f-4394-81a6-0318ac28fa4f	-1.15	-1.18	-0.028	1	1	CG
