Chr	Pos	Strand	Log.like.ratio	Read_ID
NC_000913.3	3512083	+	3.38	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512128	+	4.4	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512148	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512154	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512157	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512166	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512171	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512176	+	29.55	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512189	+	5.59	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512198	+	5.59	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512200	+	5.59	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512207	+	5.59	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512218	+	4.84	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512226	+	4.84	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512262	+	3.28	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512269	+	3.28	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512292	+	13.91	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512300	+	13.91	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512303	+	13.91	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512311	+	13.91	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512314	+	13.91	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512333	+	0.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512337	+	0.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512340	+	0.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512398	+	10.26	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512406	+	10.26	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512419	+	3.52	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512422	+	3.52	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512442	+	6.83	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512471	+	2.94	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512481	+	2.94	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512519	+	11.41	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512524	+	11.41	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512573	+	9.2	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512582	+	9.2	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512588	+	9.2	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512591	+	9.2	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512597	+	9.2	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512611	+	10.89	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512637	+	1.84	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512643	+	1.84	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512658	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512663	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512670	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512679	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512683	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512690	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512694	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512696	+	23.57	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512709	+	3.36	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512711	+	3.36	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512747	+	18.96	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512752	+	18.96	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512758	+	18.96	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512767	+	18.96	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512792	+	8.01	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512798	+	8.01	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512843	+	-4.02	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512877	+	4.24	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512883	+	4.24	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512912	+	10.11	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512916	+	10.11	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512933	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512938	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512946	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512949	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512954	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512957	+	22.8	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512970	+	2.74	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512974	+	2.74	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3512994	+	8.67	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513000	+	8.67	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513017	+	4.9	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513023	+	4.9	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513031	+	4.9	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513038	+	4.9	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513063	+	7.41	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513075	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513083	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513085	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513087	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513089	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513099	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513108	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513114	+	17.15	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513131	+	11.08	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513141	+	11.08	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513143	+	11.08	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513151	+	11.08	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513164	+	8.23	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513166	+	8.23	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513176	+	8.23	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513204	+	2.58	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513237	+	-1.46	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513252	+	1.39	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513272	+	1.06	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513284	+	8.67	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513292	+	8.67	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3513294	+	8.67	565ccf5b-a8d5-4a02-a680-a0cd0b0b2f17
NC_000913.3	3504739	-	-0.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504741	-	-0.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504748	-	-0.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504785	-	-0.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504792	-	-0.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504803	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504812	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504818	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504821	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504830	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504832	-	-0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504849	-	0.61	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504853	-	0.61	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504887	-	2.06	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504896	-	2.06	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504905	-	2.06	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504920	-	-0.48	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504957	-	0.66	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504966	-	0.66	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504974	-	0.66	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504985	-	0.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504990	-	0.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3504995	-	0.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505005	-	0.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505010	-	0.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505034	-	0.11	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505041	-	0.11	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505046	-	0.11	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505051	-	0.11	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505059	-	0.11	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505070	-	0.3	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505073	-	0.3	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505088	-	0.52	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505103	-	0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505120	-	0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505122	-	0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505130	-	0.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505150	-	4.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505157	-	4.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505171	-	-0.91	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505187	-	-1.59	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505193	-	-1.59	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505208	-	-1.05	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505210	-	-1.05	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505223	-	-1.31	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505229	-	-1.31	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505237	-	-1.31	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505257	-	-0.68	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505280	-	-3.31	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505282	-	-3.31	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505295	-	-1.71	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505311	-	-0.47	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505325	-	0.02	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505333	-	0.02	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505351	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505354	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505364	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505369	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505371	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505377	-	-1.57	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505396	-	1.19	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505399	-	1.19	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505451	-	-1.93	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505460	-	-1.93	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505462	-	-1.93	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505465	-	-1.93	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505477	-	1.62	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505482	-	1.62	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505499	-	-1.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505513	-	1.17	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505520	-	1.17	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505535	-	-0.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505537	-	-0.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505539	-	-0.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505544	-	-0.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505567	-	-0.36	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505580	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505590	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505592	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505607	-	0.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505610	-	0.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505616	-	0.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505627	-	0.44	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505630	-	0.44	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505633	-	0.44	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505649	-	0.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505679	-	0.39	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505707	-	-1.41	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505712	-	-1.41	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505715	-	-1.41	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505727	-	-2.15	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505729	-	-2.15	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505746	-	0.66	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505754	-	0.66	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505769	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505777	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505780	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505782	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505787	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505789	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505799	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505801	-	2.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505814	-	-0.84	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505817	-	-0.84	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505828	-	2.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505860	-	1.63	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505870	-	1.63	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505872	-	1.63	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505874	-	1.63	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505892	-	4.06	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505909	-	0.99	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505924	-	-0.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505930	-	-0.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505941	-	1.78	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505961	-	1.67	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505979	-	0.4	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3505991	-	0.56	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506012	-	-0.35	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506038	-	-1.64	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506043	-	-1.64	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506082	-	1.68	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506100	-	1.61	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506104	-	1.61	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506110	-	1.61	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506125	-	-0.76	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506129	-	-0.76	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506142	-	0.01	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506164	-	0.76	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506166	-	0.76	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506178	-	-3.49	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506188	-	-3.49	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506205	-	0.36	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506212	-	0.36	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506217	-	0.36	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506227	-	0.36	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506253	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506258	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506269	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506272	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506279	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506284	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506287	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506294	-	-0.8	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506310	-	1.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506314	-	1.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506318	-	1.14	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506335	-	2.65	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506338	-	2.65	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506352	-	-0.05	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506362	-	-0.05	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506374	-	1.17	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506380	-	1.17	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506383	-	1.17	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506398	-	0.05	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506419	-	0.13	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506437	-	-1.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506446	-	-1.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506448	-	-1.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506464	-	0.35	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506481	-	-1.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506483	-	-1.33	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506503	-	-1.72	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506518	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506524	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506533	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506536	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506541	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506547	-	1.92	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506575	-	1.23	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506613	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506616	-	0.08	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506634	-	1.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506640	-	1.09	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506666	-	1.71	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506671	-	1.71	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506675	-	1.71	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506689	-	-0.7	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506697	-	-0.7	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506723	-	-0.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506729	-	-0.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506736	-	-0.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506746	-	-0.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506748	-	-0.79	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506784	-	1.96	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506816	-	2.02	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506820	-	2.02	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506831	-	-0.46	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506850	-	-2.28	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506853	-	-2.28	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506856	-	-2.28	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506893	-	0.18	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506902	-	0.18	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506929	-	2.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506932	-	2.81	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506968	-	0.95	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506974	-	0.95	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3506976	-	0.95	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507021	-	2.22	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507033	-	-0.75	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507046	-	0.38	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507064	-	-0.77	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507072	-	-0.77	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507075	-	-0.77	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507084	-	-0.77	f47cefa7-6517-48b7-96c1-2dffec98d965
NC_000913.3	3507108	-	0.65	f47cefa7-6517-48b7-96c1-2dffec98d965
